             x0     alpha  armijo  is_global_min_found  number_of_iterations  global_min_accuracy  found_value  known_function_min
620    3.825937  1.051217    True                 True                    12             0.000058    -0.414970           -0.414912
621   -5.317393  1.096383    True                 True                    18             0.000058    -0.414854           -0.414912
622  -12.879656  0.940047    True                 True                    12             0.000058    -0.414970           -0.414912
623   14.617436  0.572657    True                 True                    22             0.000058    -0.414854           -0.414912
624   -4.894154  0.572657    True                 True                    21             0.000058    -0.414853           -0.414912
625   -2.276721  0.572657    True                 True                    20             0.000058    -0.414853           -0.414912
626  -12.039283  0.948744    True                 True                    10             0.000058    -0.414970           -0.414912
627    9.722525  0.906608    True                 True                     9             0.000058    -0.414853           -0.414912
628   12.832422  0.940047    True                 True                    12             0.000058    -0.414970           -0.414912
629    1.999779  0.940047    True                 True                    12             0.000058    -0.414970           -0.414912
630    6.453760  1.079616    True                 True                    15             0.000058    -0.414970           -0.414912
631   -8.657883  0.110111   False                 True                    16             0.000058    -0.414970           -0.414912
632   -8.657883  0.110111    True                 True                    16             0.000058    -0.414970           -0.414912
633   -9.263166  1.096383    True                 True                    19             0.000059    -0.414853           -0.414912
634   -9.263166  0.273544    True                 True                    19             0.000059    -0.414853           -0.414912
635    5.357922  1.093651    True                 True                    20             0.000059    -0.414853           -0.414912
636    3.155587  0.906608    True                 True                     9             0.000059    -0.414853           -0.414912
637   -0.053171  0.906608    True                 True                     8             0.000059    -0.414853           -0.414912
638    3.155587  1.096383    True                 True                    16             0.000059    -0.414853           -0.414912
639   -8.657883  0.267248    True                 True                    18             0.000059    -0.414853           -0.414912
640    9.625384  1.093651    True                 True                    16             0.000059    -0.414853           -0.414912
641    7.742246  0.887487    True                 True                     6             0.000059    -0.414853           -0.414912
642    5.906892  1.079616    True                 True                    18             0.000059    -0.414971           -0.414912
643   -9.263166  1.079616    True                 True                    17             0.000059    -0.414971           -0.414912
644   12.832422  1.079616    True                 True                    17             0.000059    -0.414971           -0.414912
645    3.414159  1.079616    True                 True                    18             0.000059    -0.414971           -0.414912
646   -7.970052  0.579279    True                 True                    20             0.000059    -0.414852           -0.414912
647    1.422025  1.079616    True                 True                    15             0.000059    -0.414971           -0.414912
648   -2.998408  1.079616    True                 True                    17             0.000059    -0.414971           -0.414912
649    1.468039  1.079616    True                 True                    16             0.000059    -0.414971           -0.414912
650   -5.370037  0.572657    True                 True                    20             0.000059    -0.414852           -0.414912
651    2.192700  1.079616    True                 True                    15             0.000059    -0.414971           -0.414912
652   -2.998408  1.051217    True                 True                    15             0.000059    -0.414971           -0.414912
653   12.832422  0.572657    True                 True                    18             0.000059    -0.414971           -0.414912
654    4.937668  0.273544    True                 True                    18             0.000059    -0.414852           -0.414912
655   -9.263166  0.041706   False                 True                    48             0.000060    -0.414971           -0.414912
656   -9.263166  0.041706    True                 True                    48             0.000060    -0.414971           -0.414912
657    4.937668  0.267248    True                 True                    15             0.000060    -0.414971           -0.414912
658   -8.657883  0.273544    True                 True                    19             0.000060    -0.414852           -0.414912
659   10.973060  1.079616    True                 True                    12             0.000060    -0.414852           -0.414912
660   10.973060  1.051217    True                 True                    16             0.000060    -0.414972           -0.414912
661   -5.370037  0.579279    True                 True                    22             0.000060    -0.414972           -0.414912
662    7.710597  0.940047    True                 True                     7             0.000060    -0.414972           -0.414912
663   10.973060  1.054543    True                 True                    17             0.000060    -0.414852           -0.414912
664  -13.857267  1.096383    True                 True                    17             0.000060    -0.414852           -0.414912
665   -5.317393  0.273544    True                 True                    18             0.000060    -0.414852           -0.414912
666   10.973060  1.096383    True                 True                    18             0.000060    -0.414851           -0.414912
667    1.468039  0.949952    True                 True                    12             0.000060    -0.414972           -0.414912
668  -13.857267  1.051217    True                 True                     8             0.000060    -0.414851           -0.414912
669   10.973060  0.989203    True                 True                    15             0.000060    -0.414851           -0.414912
670   -0.053171  0.933456    True                 True                     6             0.000060    -0.414972           -0.414912
671  -12.039283  0.949952    True                 True                    10             0.000060    -0.414972           -0.414912
672   -5.317393  0.940047    True                 True                     8             0.000060    -0.414972           -0.414912
673   12.372163  0.273544    True                 True                    14             0.000061    -0.414972           -0.414912
674    6.453760  1.096383    True                 True                    16             0.000061    -0.414851           -0.414912
675    9.722525  1.096383    True                 True                    19             0.000061    -0.414851           -0.414912
676   -4.617293  0.041706   False                 True                    40             0.000061    -0.414972           -0.414912
677   -4.617293  0.041706    True                 True                    40             0.000061    -0.414972           -0.414912
678    7.710597  0.579279    True                 True                    20             0.000061    -0.414973           -0.414912
679    1.422025  1.096383    True                 True                    16             0.000061    -0.414851           -0.414912
680  -10.277819  0.358139    True                 True                     5             0.000061    -0.414973           -0.414912
681   14.617436  1.096383    True                 True                    16             0.000061    -0.414850           -0.414912
682    3.414159  1.096383    True                 True                    19             0.000061    -0.414850           -0.414912
683   -0.053171  1.093238    True                 True                    13             0.000061    -0.414973           -0.414912
684  -12.039283  1.096383    True                 True                    19             0.000061    -0.414850           -0.414912
685   -5.041378  0.411824    True                 True                     6             0.000061    -0.414850           -0.414912
686    7.710597  1.096383    True                 True                    19             0.000062    -0.414973           -0.414912
687    9.625384  0.952442    True                 True                     8             0.000062    -0.414973           -0.414912
688  -13.356896  0.940047    True                 True                    12             0.000062    -0.414973           -0.414912
689    7.742246  0.579279    True                 True                    15             0.000062    -0.414973           -0.414912
690  -13.857267  0.147759   False                 True                    30             0.000062    -0.414973           -0.414912
691  -13.857267  0.147759    True                 True                    30             0.000062    -0.414973           -0.414912
692   -5.041378  0.294835    True                 True                    24             0.000062    -0.414973           -0.414912
693    6.453760  1.054543    True                 True                    13             0.000062    -0.414973           -0.414912
694    1.422025  0.572657    True                 True                    20             0.000062    -0.414973           -0.414912
695   -9.568790  0.933456    True                 True                     9             0.000062    -0.414973           -0.414912
696   -4.894154  1.051217    True                 True                    15             0.000062    -0.414974           -0.414912
697  -10.277819  0.267248    True                 True                    18             0.000062    -0.414850           -0.414912
698    5.906892  0.572657    True                 True                    23             0.000062    -0.414974           -0.414912
699  -12.879656  0.147759   False                 True                    27             0.000062    -0.414850           -0.414912
700  -12.879656  0.147759    True                 True                    27             0.000062    -0.414850           -0.414912
701   -5.317393  0.933456    True                 True                     9             0.000062    -0.414974           -0.414912
702   12.372163  0.940047    True                 True                    10             0.000062    -0.414974           -0.414912
703   14.617436  1.079616    True                 True                    14             0.000062    -0.414849           -0.414912
704   -0.053171  1.093651    True                 True                    13             0.000062    -0.414974           -0.414912
705   -0.053171  0.041706   False                 True                    14             0.000062    -0.414849           -0.414912
706   -0.053171  0.041706    True                 True                    14             0.000062    -0.414849           -0.414912
707    1.999779  1.054543    True                 True                    15             0.000062    -0.414849           -0.414912
708   -5.041378  0.110111   False                 True                    14             0.000062    -0.414974           -0.414912
709   -5.041378  0.110111    True                 True                    14             0.000062    -0.414974           -0.414912
710   -9.263166  0.952442    True                 True                    11             0.000062    -0.414974           -0.414912
711   14.617436  0.294835    True                 True                    21             0.000062    -0.414849           -0.414912
712    1.999779  0.572657    True                 True                    18             0.000062    -0.414974           -0.414912
713   13.056749  1.096383    True                 True                    20             0.000063    -0.414849           -0.414912
714   -8.657883  0.147759   False                 True                    28             0.000063    -0.414849           -0.414912
715   -8.657883  0.147759    True                 True                    28             0.000063    -0.414849           -0.414912
716   -2.276721  0.130205   False                 True                    17             0.000063    -0.414849           -0.414912
717   -2.276721  0.130205    True                 True                    17             0.000063    -0.414849           -0.414912
718    2.192700  1.051217    True                 True                    14             0.000063    -0.414849           -0.414912
719    1.422025  0.933456    True                 True                     8             0.000063    -0.414849           -0.414912
720  -10.277819  0.147404   False                 True                    29             0.000063    -0.414974           -0.414912
721  -10.277819  0.147404    True                 True                    29             0.000063    -0.414974           -0.414912
722   -5.041378  0.147759   False                 True                    24             0.000063    -0.414974           -0.414912
723   -5.041378  0.147759    True                 True                    24             0.000063    -0.414974           -0.414912
724   -2.276721  1.054543    True                 True                    14             0.000063    -0.414975           -0.414912
725  -10.277819  1.051217    True                 True                    15             0.000063    -0.414849           -0.414912
726  -13.857267  0.939310    True                 True                    12             0.000063    -0.414848           -0.414912
727   -4.894154  0.130205   False                 True                    18             0.000063    -0.414975           -0.414912
728   -4.894154  0.130205    True                 True                    18             0.000063    -0.414975           -0.414912
729    3.155587  0.939310    True                 True                     8             0.000063    -0.414975           -0.414912
730   -5.041378  0.579279    True                 True                    23             0.000063    -0.414975           -0.414912
731   -2.998408  0.989203    True                 True                    10             0.000063    -0.414848           -0.414912
732  -13.857267  0.273544    True                 True                    18             0.000063    -0.414975           -0.414912
733   -2.276721  0.948744    True                 True                    10             0.000063    -0.414975           -0.414912
734    5.906892  1.093651    True                 True                    17             0.000063    -0.414975           -0.414912
735   -0.053171  0.273544    True                 True                    13             0.000063    -0.414975           -0.414912
736  -13.356896  1.054543    True                 True                    15             0.000064    -0.414975           -0.414912
737   12.372163  0.989203    True                 True                     9             0.000064    -0.414975           -0.414912
738   12.832422  1.051217    True                 True                    14             0.000064    -0.414848           -0.414912
739    7.742246  0.948744    True                 True                     9             0.000064    -0.414975           -0.414912
740    4.937668  1.096383    True                 True                    15             0.000064    -0.414848           -0.414912
741    7.742246  1.079616    True                 True                    17             0.000064    -0.414975           -0.414912
742    3.414159  0.949952    True                 True                    11             0.000064    -0.414975           -0.414912
743    2.192700  1.093238    True                 True                    14             0.000064    -0.414975           -0.414912
744   -8.657883  0.751330    True                 True                     7             0.000064    -0.414848           -0.414912
745    9.722525  1.093651    True                 True                    14             0.000064    -0.414976           -0.414912
746   -2.998408  0.273544    True                 True                    14             0.000064    -0.414848           -0.414912
747    0.883963  0.949952    True                 True                    11             0.000064    -0.414976           -0.414912
748   -2.276721  1.051217    True                 True                    14             0.000064    -0.414976           -0.414912
749   -9.568790  0.130205   False                 True                    21             0.000064    -0.414848           -0.414912
750   -9.568790  0.130205    True                 True                    21             0.000064    -0.414848           -0.414912
751  -13.356896  0.294835    True                 True                    22             0.000064    -0.414976           -0.414912
752   -4.894154  0.267248    True                 True                    15             0.000064    -0.414848           -0.414912
753    0.006362  1.051217    True                 True                     8             0.000064    -0.414976           -0.414912
754   -8.657883  0.579279    True                 True                    23             0.000065    -0.414976           -0.414912
755   -9.422631  0.147759   False                 True                    29             0.000065    -0.414976           -0.414912
756   -9.422631  0.147759    True                 True                    29             0.000065    -0.414976           -0.414912
757   -4.894154  0.086733   False                 True                    14             0.000065    -0.414847           -0.414912
758   -4.894154  0.086733    True                 True                    14             0.000065    -0.414847           -0.414912
759   -4.617293  0.147759   False                 True                    25             0.000065    -0.414847           -0.414912
760   -4.617293  0.147759    True                 True                    25             0.000065    -0.414847           -0.414912
761   -4.894154  0.797937    True                 True                     5             0.000065    -0.414976           -0.414912
762   -0.053171  1.079616    True                 True                    12             0.000065    -0.414847           -0.414912
763  -10.277819  0.411824   False                 True                   118             0.000065    -0.414977           -0.414912
764    9.625384  1.079616    True                 True                    17             0.000065    -0.414847           -0.414912
765   -9.878471  0.579279    True                 True                    20             0.000065    -0.414977           -0.414912
766   -2.276721  0.949952    True                 True                    10             0.000065    -0.414977           -0.414912
767    1.468039  1.096383    True                 True                    11             0.000065    -0.414977           -0.414912
768   -9.263166  0.572657    True                 True                    18             0.000065    -0.414846           -0.414912
769  -13.737198  0.147759   False                 True                    24             0.000065    -0.414846           -0.414912
770  -13.737198  0.147759    True                 True                    24             0.000065    -0.414846           -0.414912
771    5.357922  0.267248    True                 True                    17             0.000065    -0.414846           -0.414912
772    0.006362  0.086733   False                 True                     3             0.000065    -0.414846           -0.414912
773    0.006362  0.086733    True                 True                     3             0.000065    -0.414846           -0.414912
774   -5.041378  0.273544    True                 True                    14             0.000065    -0.414977           -0.414912
775   -9.878471  1.096383    True                 True                    14             0.000065    -0.414846           -0.414912
776    3.155587  0.940047    True                 True                     8             0.000066    -0.414977           -0.414912
777   -4.617293  0.411824    True                 True                     5             0.000066    -0.414846           -0.414912
778    7.710597  1.093651    True                 True                    17             0.000066    -0.414846           -0.414912
779  -13.857267  1.093651    True                 True                    15             0.000066    -0.414846           -0.414912
780  -13.737198  0.602063    True                 True                    21             0.000066    -0.414846           -0.414912
781   -2.998408  0.126848   False                 True                    15             0.000066    -0.414978           -0.414912
782   -2.998408  0.126848    True                 True                    15             0.000066    -0.414978           -0.414912
783    3.825937  1.076404    True                 True                    15             0.000066    -0.414846           -0.414912
784  -12.039283  0.041706   False                 True                    51             0.000066    -0.414978           -0.414912
785  -12.039283  0.041706    True                 True                    51             0.000066    -0.414978           -0.414912
786  -12.879656  0.579279    True                 True                    25             0.000066    -0.414978           -0.414912
787    1.422025  0.887487    True                 True                     5             0.000066    -0.414978           -0.414912
788    0.006362  1.093238    True                 True                    10             0.000066    -0.414846           -0.414912
789   10.973060  0.906608    True                 True                    11             0.000066    -0.414978           -0.414912
790   -2.276721  0.579279    True                 True                    21             0.000066    -0.414978           -0.414912
791   -2.998408  0.130205   False                 True                    15             0.000066    -0.414845           -0.414912
792   -2.998408  0.130205    True                 True                    15             0.000066    -0.414845           -0.414912
793  -12.039283  0.579279    True                 True                    22             0.000066    -0.414978           -0.414912
794   -2.127882  0.110111   False                 True                    13             0.000066    -0.414978           -0.414912
795   -2.127882  0.110111    True                 True                    13             0.000066    -0.414978           -0.414912
796   -9.422631  0.147404   False                 True                    29             0.000066    -0.414978           -0.414912
797   -9.422631  0.147404    True                 True                    29             0.000066    -0.414978           -0.414912
798  -13.737198  0.267248    True                 True                    16             0.000066    -0.414845           -0.414912
799   -9.422631  0.906608    True                 True                    12             0.000066    -0.414978           -0.414912
800    5.357922  0.602063    True                 True                    25             0.000066    -0.414845           -0.414912
801   -0.053171  0.572657    True                 True                    17             0.000066    -0.414978           -0.414912
802   -2.127882  0.294835    True                 True                    23             0.000067    -0.414845           -0.414912
803  -13.857267  0.579279    True                 True                    22             0.000067    -0.414845           -0.414912
804   -9.878471  0.110111   False                 True                    17             0.000067    -0.414978           -0.414912
805   -9.878471  0.110111    True                 True                    17             0.000067    -0.414978           -0.414912
806    9.722525  0.887487    True                 True                    13             0.000067    -0.414978           -0.414912
807  -13.356896  1.076404    True                 True                    16             0.000067    -0.414845           -0.414912
808  -12.039283  0.411824    True                 True                     6             0.000067    -0.414845           -0.414912
809   -9.878471  1.093651    True                 True                    16             0.000067    -0.414978           -0.414912
810  -13.857267  0.940047    True                 True                    11             0.000067    -0.414845           -0.414912
811  -13.857267  0.650929   False                 True                   312             0.000067    -0.414978           -0.414912
812  -12.879656  0.294835    True                 True                    26             0.000067    -0.414978           -0.414912
813   -9.263166  0.933456    True                 True                     9             0.000067    -0.414845           -0.414912
814    4.937668  1.054543    True                 True                    12             0.000067    -0.414845           -0.414912
815   -9.422631  0.130205   False                 True                    20             0.000067    -0.414979           -0.414912
816   -9.422631  0.130205    True                 True                    20             0.000067    -0.414979           -0.414912
817   -9.568790  1.079616    True                 True                    15             0.000067    -0.414845           -0.414912
818    7.710597  0.572657    True                 True                    13             0.000067    -0.414979           -0.414912
819   -9.878471  0.130205   False                 True                    19             0.000067    -0.414979           -0.414912
820   -9.878471  0.130205    True                 True                    19             0.000067    -0.414979           -0.414912
821    7.710597  1.051217    True                 True                    16             0.000067    -0.414979           -0.414912
822    7.710597  0.273544    True                 True                    15             0.000067    -0.414979           -0.414912
823   -9.568790  0.602063    True                 True                    27             0.000067    -0.414844           -0.414912
824  -13.737198  0.294835    True                 True                    24             0.000067    -0.414844           -0.414912
825   -0.053171  0.147759   False                 True                    21             0.000067    -0.414979           -0.414912
826   -0.053171  0.147759    True                 True                    21             0.000067    -0.414979           -0.414912
827   -9.422631  0.041706   False                 True                    48             0.000067    -0.414979           -0.414912
828   -9.422631  0.041706    True                 True                    48             0.000067    -0.414979           -0.414912
829    3.825937  0.579279    True                 True                    23             0.000067    -0.414979           -0.414912
830  -12.039283  0.294835    True                 True                    25             0.000067    -0.414979           -0.414912
831   -2.998408  0.579279    True                 True                    23             0.000067    -0.414979           -0.414912
832   -5.370037  0.886450    True                 True                     9             0.000067    -0.414979           -0.414912
833   -4.617293  0.147404   False                 True                    23             0.000068    -0.414844           -0.414912
834   -4.617293  0.147404    True                 True                    23             0.000068    -0.414844           -0.414912
835    4.619208  0.572657    True                 True                    17             0.000068    -0.414844           -0.414912
836    0.006362  1.093651    True                 True                    10             0.000068    -0.414844           -0.414912
837   -4.617293  1.054543    True                 True                    16             0.000068    -0.414979           -0.414912
838    0.006362  0.147404   False                 True                    19             0.000068    -0.414979           -0.414912
839    0.006362  0.147404    True                 True                    19             0.000068    -0.414979           -0.414912
840   -4.617293  0.940047    True                 True                     8             0.000068    -0.414844           -0.414912
841   -5.317393  0.294835    True                 True                    21             0.000068    -0.414844           -0.414912
842    3.155587  0.989203    True                 True                     9             0.000068    -0.414844           -0.414912
843    1.999779  0.952442    True                 True                    10             0.000068    -0.414844           -0.414912
844    7.742246  0.949952    True                 True                     9             0.000068    -0.414980           -0.414912
845   -5.041378  0.147404   False                 True                    18             0.000068    -0.414980           -0.414912
846   -5.041378  0.147404    True                 True                    18             0.000068    -0.414980           -0.414912
847    2.192700  0.267248    True                 True                    14             0.000068    -0.414844           -0.414912
848   -5.317393  0.602063    True                 True                    31             0.000068    -0.414843           -0.414912
849    0.006362  0.294835    True                 True                    19             0.000068    -0.414980           -0.414912
850    9.722525  0.579279    True                 True                    22             0.000068    -0.414843           -0.414912
851    9.625384  1.096383    True                 True                    15             0.000068    -0.414980           -0.414912
852  -12.039283  1.079616    True                 True                    13             0.000068    -0.414980           -0.414912
853    9.625384  0.906608    True                 True                    12             0.000068    -0.414980           -0.414912
854    3.414159  0.267248    True                 True                    16             0.000069    -0.414843           -0.414912
855   -2.276721  0.147404   False                 True                    27             0.000069    -0.414980           -0.414912
856   -2.276721  0.147404    True                 True                    27             0.000069    -0.414980           -0.414912
857   12.832422  0.294835    True                 True                    25             0.000069    -0.414980           -0.414912
858   -2.276721  0.952442    True                 True                    10             0.000069    -0.414980           -0.414912
859   -7.970052  0.952442    True                 True                    10             0.000069    -0.414980           -0.414912
860    7.742246  1.051217    True                 True                    13             0.000069    -0.414980           -0.414912
861   13.056749  0.443418    True                 True                     8             0.000069    -0.414843           -0.414912
862   12.832422  1.096383    True                 True                    15             0.000069    -0.414843           -0.414912
863   -0.053171  1.096383    True                 True                    13             0.000069    -0.414981           -0.414912
864    2.192700  1.054543    True                 True                    15             0.000069    -0.414981           -0.414912
865  -10.277819  0.579279    True                 True                    20             0.000069    -0.414843           -0.414912
866   -2.127882  0.130205   False                 True                    17             0.000069    -0.414842           -0.414912
867   -2.127882  0.130205    True                 True                    17             0.000069    -0.414842           -0.414912
868   -7.970052  0.294835    True                 True                    23             0.000069    -0.414981           -0.414912
869   -9.878471  0.155390   False                 True                    32             0.000069    -0.414842           -0.414912
870   -9.878471  0.155390    True                 True                    32             0.000069    -0.414842           -0.414912
871   -8.657883  0.041706   False                 True                    47             0.000070    -0.414981           -0.414912
872   -8.657883  0.041706    True                 True                    47             0.000070    -0.414981           -0.414912
873   -2.998408  0.572657    True                 True                    21             0.000070    -0.414981           -0.414912
874   -7.970052  0.130205   False                 True                    20             0.000070    -0.414981           -0.414912
875   -7.970052  0.130205    True                 True                    20             0.000070    -0.414981           -0.414912
876   -9.878471  0.602063    True                 True                    26             0.000070    -0.414981           -0.414912
877  -10.277819  0.294835    True                 True                    25             0.000070    -0.414842           -0.414912
878    0.006362  1.079616    True                 True                     8             0.000070    -0.414842           -0.414912
879   -4.617293  0.602063    True                 True                    27             0.000070    -0.414842           -0.414912
880   14.617436  0.952442    True                 True                     6             0.000070    -0.414982           -0.414912
881    5.357922  1.076404    True                 True                    13             0.000070    -0.414982           -0.414912
882    0.006362  0.273544    True                 True                    10             0.000070    -0.414842           -0.414912
883   -0.053171  0.602063    True                 True                    24             0.000070    -0.414842           -0.414912
884    2.192700  0.886450    True                 True                     7             0.000070    -0.414982           -0.414912
885    9.625384  0.886450    True                 True                     9             0.000070    -0.414841           -0.414912
886  -10.277819  1.079616    True                 True                    18             0.000070    -0.414841           -0.414912
887   -4.617293  0.273544    True                 True                    17             0.000070    -0.414982           -0.414912
888    2.192700  0.443418    True                 True                     7             0.000070    -0.414982           -0.414912
889   -9.263166  0.294835    True                 True                    22             0.000071    -0.414982           -0.414912
890    5.357922  0.948744    True                 True                    12             0.000071    -0.414982           -0.414912
891   -7.970052  0.086733   False                 True                    17             0.000071    -0.414841           -0.414912
892   -7.970052  0.086733    True                 True                    17             0.000071    -0.414841           -0.414912
893  -13.737198  0.086733   False                 True                    20             0.000071    -0.414841           -0.414912
894  -13.737198  0.086733    True                 True                    20             0.000071    -0.414841           -0.414912
895   -9.568790  0.086733   False                 True                    18             0.000071    -0.414841           -0.414912
896   -9.568790  0.086733    True                 True                    18             0.000071    -0.414841           -0.414912
897   14.617436  1.076404    True                 True                    13             0.000071    -0.414982           -0.414912
898    2.192700  0.887487    True                 True                     7             0.000071    -0.414982           -0.414912
899  -13.737198  1.051217    True                 True                    14             0.000071    -0.414841           -0.414912
900  -13.737198  0.130205   False                 True                    22             0.000071    -0.414982           -0.414912
901  -13.737198  0.130205    True                 True                    22             0.000071    -0.414982           -0.414912
902   -5.317393  0.147404   False                 True                    28             0.000071    -0.414982           -0.414912
903   -5.317393  0.147404    True                 True                    28             0.000071    -0.414982           -0.414912
904   -7.970052  0.155390   False                 True                    35             0.000071    -0.414841           -0.414912
905   -7.970052  0.155390    True                 True                    35             0.000071    -0.414841           -0.414912
906    1.999779  1.051217    True                 True                    11             0.000071    -0.414983           -0.414912
907    1.468039  0.989203    True                 True                    11             0.000071    -0.414841           -0.414912
908   -5.041378  1.096383    True                 True                    16             0.000071    -0.414840           -0.414912
909  -13.857267  0.147404   False                 True                    30             0.000071    -0.414983           -0.414912
910  -13.857267  0.147404    True                 True                    30             0.000071    -0.414983           -0.414912
911  -12.039283  0.940047    True                 True                     9             0.000071    -0.414983           -0.414912
912  -13.356896  0.041706   False                 True                    52             0.000071    -0.414983           -0.414912
913  -13.356896  0.041706    True                 True                    52             0.000071    -0.414983           -0.414912
914    3.414159  0.572657    True                 True                    17             0.000071    -0.414840           -0.414912
915   -9.263166  0.939310    True                 True                     9             0.000071    -0.414983           -0.414912
916   -4.617293  0.948744    True                 True                    10             0.000072    -0.414983           -0.414912
917    7.742246  0.273544    True                 True                    18             0.000072    -0.414983           -0.414912
918    2.192700  0.273544    True                 True                    11             0.000072    -0.414983           -0.414912
919  -10.277819  1.054543    True                 True                    15             0.000072    -0.414983           -0.414912
920  -13.857267  0.949952    True                 True                    10             0.000072    -0.414983           -0.414912
921    2.192700  0.751330    True                 True                     3             0.000072    -0.414983           -0.414912
922   -9.568790  1.051217    True                 True                    14             0.000072    -0.414983           -0.414912
923    1.999779  0.294835    True                 True                    22             0.000072    -0.414984           -0.414912
924   -2.127882  0.041706   False                 True                    30             0.000072    -0.414984           -0.414912
925   -2.127882  0.041706    True                 True                    30             0.000072    -0.414984           -0.414912
926    0.006362  0.572657    True                 True                    15             0.000072    -0.414984           -0.414912
927    6.453760  0.745084    True                 True                     7             0.000072    -0.414840           -0.414912
928   -9.263166  0.155390   False                 True                    27             0.000072    -0.414984           -0.414912
929   -9.263166  0.155390    True                 True                    27             0.000072    -0.414984           -0.414912
930  -12.879656  0.212980    True                 True                    10             0.000072    -0.414840           -0.414912
931  -13.356896  0.086733   False                 True                    19             0.000072    -0.414840           -0.414912
932  -13.356896  0.086733    True                 True                    19             0.000072    -0.414840           -0.414912
933   -9.568790  0.273544    True                 True                    17             0.000072    -0.414984           -0.414912
934   -5.317393  0.411824    True                 True                     5             0.000072    -0.414840           -0.414912
935   -2.276721  0.155390   False                 True                    31             0.000072    -0.414839           -0.414912
936   -2.276721  0.155390    True                 True                    31             0.000072    -0.414839           -0.414912
937   -5.041378  0.155390   False                 True                    25             0.000072    -0.414839           -0.414912
938   -5.041378  0.155390    True                 True                    25             0.000072    -0.414839           -0.414912
939  -13.737198  0.948744    True                 True                     9             0.000072    -0.414984           -0.414912
940   -4.617293  0.751330   False                 True                   200             0.000072    -0.414839           -0.414912
941   -5.317393  0.130205   False                 True                    17             0.000072    -0.414839           -0.414912
942   -5.317393  0.130205    True                 True                    17             0.000072    -0.414839           -0.414912
943  -10.277819  0.041706   False                 True                    49             0.000072    -0.414984           -0.414912
944  -10.277819  0.041706    True                 True                    49             0.000072    -0.414984           -0.414912
945   -4.617293  0.086733   False                 True                    14             0.000072    -0.414839           -0.414912
946   -4.617293  0.086733    True                 True                    14             0.000072    -0.414839           -0.414912
947  -12.039283  0.273544    True                 True                    14             0.000072    -0.414984           -0.414912
948   -2.998408  0.294835    True                 True                    21             0.000072    -0.414839           -0.414912
949   -9.568790  1.054543    True                 True                    14             0.000072    -0.414984           -0.414912
950    2.192700  0.572657    True                 True                    20             0.000072    -0.414839           -0.414912
951  -12.879656  0.086733   False                 True                    19             0.000072    -0.414839           -0.414912
952  -12.879656  0.086733    True                 True                    19             0.000072    -0.414839           -0.414912
953  -10.277819  0.086733   False                 True                    18             0.000072    -0.414839           -0.414912
954  -10.277819  0.086733    True                 True                    18             0.000072    -0.414839           -0.414912
955   -9.878471  0.086733   False                 True                    18             0.000072    -0.414839           -0.414912
956   -9.878471  0.086733    True                 True                    18             0.000072    -0.414839           -0.414912
957   -8.657883  0.086733   False                 True                    17             0.000073    -0.414839           -0.414912
958   -8.657883  0.086733    True                 True                    17             0.000073    -0.414839           -0.414912
959  -12.039283  0.086733   False                 True                    19             0.000073    -0.414839           -0.414912
960  -12.039283  0.086733    True                 True                    19             0.000073    -0.414839           -0.414912
961  -13.857267  0.086733   False                 True                    20             0.000073    -0.414839           -0.414912
962  -13.857267  0.086733    True                 True                    20             0.000073    -0.414839           -0.414912
963  -12.039283  0.939310    True                 True                     9             0.000073    -0.414984           -0.414912
