             x0     alpha  armijo  is_global_min_found  number_of_iterations  global_min_accuracy  found_value  known_function_min
1878  -9.878471  0.939310    True                False                     6                  NaN     1.217622           -0.414912
1879  -9.878471  0.949952    True                False                     6                  NaN     1.217603           -0.414912
1880  -9.878471  0.940047    True                False                     6                  NaN     1.217635           -0.414912
1881  -9.878471  0.650929    True                False                     6                  NaN     1.217755           -0.414912
1882 -13.737198  0.572657    True                False                     6                  NaN     1.217712           -0.414912
1883 -13.737198  1.076404    True                False                     6                  NaN     1.217623           -0.414912
1884   5.357922  0.989203    True                False                     6                  NaN     1.217697           -0.414912
1885 -12.039283  1.051217    True                False                     7                  NaN     1.217753           -0.414912
1886 -13.356896  0.948744    True                False                     7                  NaN     1.217618           -0.414912
1887  -5.041378  1.076404    True                False                     7                  NaN     1.217677           -0.414912
1888   2.192700  0.086733   False                False                     7                  NaN     1.217692           -0.414912
1889   2.192700  0.086733    True                False                     7                  NaN     1.217692           -0.414912
1890   5.906892  0.130205   False                False                     7                  NaN     1.217714           -0.414912
1891   5.906892  0.130205    True                False                     7                  NaN     1.217714           -0.414912
1892   5.906892  0.579279    True                False                     7                  NaN     1.217631           -0.414912
1893   1.074952  0.086733   False                False                     7                  NaN     1.217608           -0.414912
1894   1.074952  0.086733    True                False                     7                  NaN     1.217608           -0.414912
1895   1.074952  0.684353    True                False                     7                  NaN     1.217716           -0.414912
1896   1.074952  0.683779    True                False                     7                  NaN     1.217714           -0.414912
1897  14.617436  0.949952    True                False                     7                  NaN     1.217612           -0.414912
1898   1.999779  0.086733   False                False                     7                  NaN     1.217696           -0.414912
1899   1.999779  0.086733    True                False                     7                  NaN     1.217696           -0.414912
1900   1.999779  0.158947   False                False                     7                  NaN     1.217565           -0.414912
1901   1.999779  0.158947    True                False                     7                  NaN     1.217565           -0.414912
1902   1.999779  1.076404    True                False                     7                  NaN     1.217677           -0.414912
1903  -7.970052  0.948744    True                False                     7                  NaN     1.217654           -0.414912
1904  -7.970052  0.933456    True                False                     7                  NaN     1.217652           -0.414912
1905   3.414159  0.326903    True                False                     7                  NaN     1.217611           -0.414912
1906   3.414159  1.054543    True                False                     7                  NaN     1.217562           -0.414912
1907   4.619208  0.130205   False                False                     7                  NaN     1.217642           -0.414912
1908   4.619208  0.130205    True                False                     7                  NaN     1.217642           -0.414912
1909   4.619208  0.267248    True                False                     7                  NaN     1.217672           -0.414912
1910   4.619208  0.126848   False                False                     7                  NaN     1.217645           -0.414912
1911   4.619208  0.126848    True                False                     7                  NaN     1.217645           -0.414912
1912  12.372163  0.579279    True                False                     7                  NaN     1.217620           -0.414912
1913   9.722525  0.267248    True                False                     7                  NaN     1.217672           -0.414912
1914   9.722525  0.273544    True                False                     7                  NaN     1.217688           -0.414912
1915   3.155587  0.602063    True                False                     7                  NaN     1.217549           -0.414912
1916   4.937668  0.939310    True                False                     7                  NaN     1.217570           -0.414912
1917   4.937668  0.130205   False                False                     7                  NaN     1.217604           -0.414912
1918   4.937668  0.130205    True                False                     7                  NaN     1.217604           -0.414912
1919   4.937668  0.572657    True                False                     7                  NaN     1.217631           -0.414912
1920   4.937668  0.158947   False                False                     7                  NaN     1.217701           -0.414912
1921   4.937668  0.158947    True                False                     7                  NaN     1.217701           -0.414912
1922   4.937668  0.126848   False                False                     7                  NaN     1.217646           -0.414912
1923   4.937668  0.126848    True                False                     7                  NaN     1.217646           -0.414912
1924   4.937668  0.579279    True                False                     7                  NaN     1.217620           -0.414912
1925   3.825937  0.130205   False                False                     7                  NaN     1.217643           -0.414912
1926   3.825937  0.130205    True                False                     7                  NaN     1.217643           -0.414912
1927   3.825937  0.147404   False                False                     7                  NaN     1.217594           -0.414912
1928   3.825937  0.147404    True                False                     7                  NaN     1.217594           -0.414912
1929   3.825937  0.147759   False                False                     7                  NaN     1.217590           -0.414912
1930   3.825937  0.147759    True                False                     7                  NaN     1.217590           -0.414912
1931   3.825937  0.155390   False                False                     7                  NaN     1.217720           -0.414912
1932   3.825937  0.155390    True                False                     7                  NaN     1.217720           -0.414912
1933 -10.277819  0.933456    True                False                     7                  NaN     1.217651           -0.414912
1934   0.883963  0.326903    True                False                     7                  NaN     1.217750           -0.414912
1935   0.883963  0.650929    True                False                     7                  NaN     1.217738           -0.414912
1936  -8.657883  0.989203    True                False                     7                  NaN     1.217675           -0.414912
1937 -12.879656  1.093238    True                False                     7                  NaN     1.217689           -0.414912
1938 -12.879656  1.054543    True                False                     7                  NaN     1.217609           -0.414912
1939   6.453760  0.579279    True                False                     7                  NaN     1.217620           -0.414912
1940   7.710597  0.130205   False                False                     7                  NaN     1.217604           -0.414912
1941   7.710597  0.130205    True                False                     7                  NaN     1.217604           -0.414912
1942   7.710597  0.294835    True                False                     7                  NaN     1.217596           -0.414912
1943   7.710597  0.158947   False                False                     7                  NaN     1.217540           -0.414912
1944   7.710597  0.158947    True                False                     7                  NaN     1.217540           -0.414912
1945   7.710597  0.126848   False                False                     7                  NaN     1.217755           -0.414912
1946   7.710597  0.126848    True                False                     7                  NaN     1.217755           -0.414912
1947  12.832422  0.989203    True                False                     7                  NaN     1.217690           -0.414912
1948  -9.568790  0.989203    True                False                     7                  NaN     1.217679           -0.414912
1949  -9.568790  0.572657    True                False                     7                  NaN     1.217632           -0.414912
1950   7.742246  0.130205   False                False                     7                  NaN     1.217598           -0.414912
1951   7.742246  0.130205    True                False                     7                  NaN     1.217598           -0.414912
1952   7.742246  0.126848   False                False                     7                  NaN     1.217592           -0.414912
1953   7.742246  0.126848    True                False                     7                  NaN     1.217592           -0.414912
1954   9.625384  0.273544    True                False                     7                  NaN     1.217686           -0.414912
1955  -2.127882  0.602063    True                False                     7                  NaN     1.217549           -0.414912
1956 -13.737198  0.579279    True                False                     7                  NaN     1.217631           -0.414912
1957   5.357922  0.130205   False                False                     7                  NaN     1.217598           -0.414912
1958   5.357922  0.130205    True                False                     7                  NaN     1.217598           -0.414912
1959   5.357922  0.147759   False                False                     7                  NaN     1.217763           -0.414912
1960   5.357922  0.147759    True                False                     7                  NaN     1.217763           -0.414912
1961   5.357922  0.294835    True                False                     7                  NaN     1.217594           -0.414912
1962   5.357922  0.158947   False                False                     7                  NaN     1.217695           -0.414912
1963   5.357922  0.158947    True                False                     7                  NaN     1.217695           -0.414912
1964   5.357922  0.126848   False                False                     7                  NaN     1.217566           -0.414912
1965   5.357922  0.126848    True                False                     7                  NaN     1.217566           -0.414912
1966 -12.039283  1.054543    True                False                     8                  NaN     1.217563           -0.414912
1967 -13.356896  0.949952    True                False                     8                  NaN     1.217583           -0.414912
1968  -5.041378  1.079616    True                False                     8                  NaN     1.217680           -0.414912
1969   5.906892  0.147404   False                False                     8                  NaN     1.217616           -0.414912
1970   5.906892  0.147404    True                False                     8                  NaN     1.217616           -0.414912
1971   5.906892  0.147759   False                False                     8                  NaN     1.217609           -0.414912
1972   5.906892  0.147759    True                False                     8                  NaN     1.217609           -0.414912
1973   1.074952  0.358139    True                False                     8                  NaN     1.217547           -0.414912
1974  14.617436  0.267248    True                False                     8                  NaN     1.217671           -0.414912
1975  14.617436  0.273544    True                False                     8                  NaN     1.217678           -0.414912
1976  14.617436  0.933456    True                False                     8                  NaN     1.217651           -0.414912
1977  -5.317393  0.683779    True                False                     8                  NaN     1.217570           -0.414912
1978   1.999779  0.933456    True                False                     8                  NaN     1.217568           -0.414912
1979   3.414159  0.147404   False                False                     8                  NaN     1.217771           -0.414912
1980   3.414159  0.147404    True                False                     8                  NaN     1.217771           -0.414912
1981   3.414159  0.155390   False                False                     8                  NaN     1.217693           -0.414912
1982   3.414159  0.155390    True                False                     8                  NaN     1.217693           -0.414912
1983   3.414159  0.110111   False                False                     8                  NaN     1.217632           -0.414912
1984   3.414159  0.110111    True                False                     8                  NaN     1.217632           -0.414912
1985   4.619208  0.110111   False                False                     8                  NaN     1.217540           -0.414912
1986   4.619208  0.110111    True                False                     8                  NaN     1.217540           -0.414912
1987  12.372163  1.093651    True                False                     8                  NaN     1.217692           -0.414912
1988  12.372163  0.948744    True                False                     8                  NaN     1.217653           -0.414912
1989  12.372163  0.949952    True                False                     8                  NaN     1.217628           -0.414912
1990   9.722525  0.126848   False                False                     8                  NaN     1.217642           -0.414912
1991   9.722525  0.126848    True                False                     8                  NaN     1.217642           -0.414912
1992   9.722525  1.076404    True                False                     8                  NaN     1.217676           -0.414912
1993  -9.263166  0.602063    True                False                     8                  NaN     1.217554           -0.414912
1994   3.155587  0.147404   False                False                     8                  NaN     1.217594           -0.414912
1995   3.155587  0.147404    True                False                     8                  NaN     1.217594           -0.414912
1996   3.155587  0.147759   False                False                     8                  NaN     1.217591           -0.414912
1997   3.155587  0.147759    True                False                     8                  NaN     1.217591           -0.414912
1998   3.155587  0.110111   False                False                     8                  NaN     1.217633           -0.414912
1999   3.155587  0.110111    True                False                     8                  NaN     1.217633           -0.414912
2000   4.937668  0.147404   False                False                     8                  NaN     1.217608           -0.414912
2001   4.937668  0.147404    True                False                     8                  NaN     1.217608           -0.414912
2002   4.937668  0.147759   False                False                     8                  NaN     1.217597           -0.414912
2003   4.937668  0.147759    True                False                     8                  NaN     1.217597           -0.414912
2004   4.937668  0.155390   False                False                     8                  NaN     1.217720           -0.414912
2005   4.937668  0.155390    True                False                     8                  NaN     1.217720           -0.414912
2006   3.825937  0.572657    True                False                     8                  NaN     1.217745           -0.414912
2007   3.825937  0.294835    True                False                     8                  NaN     1.217594           -0.414912
2008   3.825937  1.096383    True                False                     8                  NaN     1.217694           -0.414912
2009   3.825937  0.110111   False                False                     8                  NaN     1.217644           -0.414912
2010   3.825937  0.110111    True                False                     8                  NaN     1.217644           -0.414912
2011 -10.277819  1.093651    True                False                     8                  NaN     1.217694           -0.414912
2012 -10.277819  1.093238    True                False                     8                  NaN     1.217692           -0.414912
2013  10.973060  0.294835    True                False                     8                  NaN     1.217604           -0.414912
2014   0.883963  0.667059    True                False                     8                  NaN     1.217593           -0.414912
2015  13.056749  0.267248    True                False                     8                  NaN     1.217672           -0.414912
2016   6.453760  0.294835    True                False                     8                  NaN     1.217595           -0.414912
2017   6.453760  0.126848   False                False                     8                  NaN     1.217716           -0.414912
2018   6.453760  0.126848    True                False                     8                  NaN     1.217716           -0.414912
2019  -4.894154  1.093238    True                False                     8                  NaN     1.217547           -0.414912
2020  -4.894154  1.079616    True                False                     8                  NaN     1.217673           -0.414912
2021  -4.894154  0.602063    True                False                     8                  NaN     1.217601           -0.414912
2022   7.742246  0.158947   False                False                     8                  NaN     1.217701           -0.414912
2023   7.742246  0.158947    True                False                     8                  NaN     1.217701           -0.414912
2024  -2.998408  0.650929    True                False                     8                  NaN     1.217591           -0.414912
2025   9.625384  0.126848   False                False                     8                  NaN     1.217663           -0.414912
2026   9.625384  0.126848    True                False                     8                  NaN     1.217663           -0.414912
2027   9.625384  1.076404    True                False                     8                  NaN     1.217672           -0.414912
2028  -2.127882  0.572657    True                False                     8                  NaN     1.217631           -0.414912
2029  -9.878471  1.051217    True                False                     8                  NaN     1.217590           -0.414912
2030 -13.737198  0.667059    True                False                     8                  NaN     1.217583           -0.414912
2031   5.357922  0.155390   False                False                     8                  NaN     1.217718           -0.414912
2032   5.357922  0.155390    True                False                     8                  NaN     1.217718           -0.414912
2033  -5.041378  0.650929    True                False                     9                  NaN     1.217593           -0.414912
2034   5.906892  0.155390   False                False                     9                  NaN     1.217720           -0.414912
2035   5.906892  0.155390    True                False                     9                  NaN     1.217720           -0.414912
2036   5.906892  0.158947   False                False                     9                  NaN     1.217770           -0.414912
2037   5.906892  0.158947    True                False                     9                  NaN     1.217770           -0.414912
2038  -9.422631  0.952442    True                False                     9                  NaN     1.217621           -0.414912
2039   3.414159  0.147759   False                False                     9                  NaN     1.217630           -0.414912
2040   3.414159  0.147759    True                False                     9                  NaN     1.217630           -0.414912
2041   3.414159  0.158947   False                False                     9                  NaN     1.217749           -0.414912
2042   3.414159  0.158947    True                False                     9                  NaN     1.217749           -0.414912
2043   4.619208  0.147404   False                False                     9                  NaN     1.217766           -0.414912
2044   4.619208  0.147404    True                False                     9                  NaN     1.217766           -0.414912
2045   4.619208  0.147759   False                False                     9                  NaN     1.217774           -0.414912
2046   4.619208  0.147759    True                False                     9                  NaN     1.217774           -0.414912
2047  12.372163  0.294835    True                False                     9                  NaN     1.217594           -0.414912
2048  12.372163  1.096383    True                False                     9                  NaN     1.217693           -0.414912
2049   9.722525  0.130205   False                False                     9                  NaN     1.217607           -0.414912
2050   9.722525  0.130205    True                False                     9                  NaN     1.217607           -0.414912
2051   9.722525  0.158947   False                False                     9                  NaN     1.217746           -0.414912
2052   9.722525  0.158947    True                False                     9                  NaN     1.217746           -0.414912
2053   9.722525  1.079616    True                False                     9                  NaN     1.217569           -0.414912
2054  -9.263166  0.667059    True                False                     9                  NaN     1.217725           -0.414912
2055   3.155587  0.155390   False                False                     9                  NaN     1.217566           -0.414912
2056   3.155587  0.155390    True                False                     9                  NaN     1.217566           -0.414912
2057   3.155587  0.684353    True                False                     9                  NaN     1.217724           -0.414912
2058   3.155587  0.683779    True                False                     9                  NaN     1.217711           -0.414912
2059   1.422025  0.358139    True                False                     9                  NaN     1.217592           -0.414912
2060   4.937668  0.110111   False                False                     9                  NaN     1.217565           -0.414912
2061   4.937668  0.110111    True                False                     9                  NaN     1.217565           -0.414912
2062  10.973060  0.155390   False                False                     9                  NaN     1.217585           -0.414912
2063  10.973060  0.155390    True                False                     9                  NaN     1.217585           -0.414912
2064  10.973060  0.158947   False                False                     9                  NaN     1.217698           -0.414912
2065  10.973060  0.158947    True                False                     9                  NaN     1.217698           -0.414912
2066   0.883963  0.086733   False                False                     9                  NaN     1.217615           -0.414912
2067   0.883963  0.086733    True                False                     9                  NaN     1.217615           -0.414912
2068   0.883963  0.684353    True                False                     9                  NaN     1.217714           -0.414912
2069   0.883963  0.683779    True                False                     9                  NaN     1.217713           -0.414912
2070   1.468039  0.358139    True                False                     9                  NaN     1.217730           -0.414912
2071  13.056749  1.093651    True                False                     9                  NaN     1.217692           -0.414912
2072   6.453760  0.130205   False                False                     9                  NaN     1.217643           -0.414912
2073   6.453760  0.130205    True                False                     9                  NaN     1.217643           -0.414912
2074   6.453760  0.155390   False                False                     9                  NaN     1.217708           -0.414912
2075   6.453760  0.155390    True                False                     9                  NaN     1.217708           -0.414912
2076   7.710597  0.155390   False                False                     9                  NaN     1.217703           -0.414912
2077   7.710597  0.155390    True                False                     9                  NaN     1.217703           -0.414912
2078  12.832422  1.093238    True                False                     9                  NaN     1.217689           -0.414912
2079  12.832422  0.126848   False                False                     9                  NaN     1.217651           -0.414912
2080  12.832422  0.126848    True                False                     9                  NaN     1.217651           -0.414912
2081  -4.894154  1.093651    True                False                     9                  NaN     1.217694           -0.414912
2082  -4.894154  1.096383    True                False                     9                  NaN     1.217692           -0.414912
2083   7.742246  0.155390   False                False                     9                  NaN     1.217709           -0.414912
2084   7.742246  0.155390    True                False                     9                  NaN     1.217709           -0.414912
2085   7.742246  0.602063    True                False                     9                  NaN     1.217564           -0.414912
2086   9.625384  0.130205   False                False                     9                  NaN     1.217597           -0.414912
2087   9.625384  0.130205    True                False                     9                  NaN     1.217597           -0.414912
2088   9.625384  0.683779    True                False                     9                  NaN     1.217764           -0.414912
2089  -9.878471  0.989203    True                False                     9                  NaN     1.217697           -0.414912
2090  -9.878471  1.076404    True                False                     9                  NaN     1.217677           -0.414912
2091  -9.878471  0.667059    True                False                     9                  NaN     1.217703           -0.414912
2092   5.357922  1.096383    True                False                     9                  NaN     1.217697           -0.414912
2093   5.906892  0.110111   False                False                    10                  NaN     1.217631           -0.414912
2094   5.906892  0.110111    True                False                    10                  NaN     1.217631           -0.414912
2095   1.074952  0.745084    True                False                    10                  NaN     1.217561           -0.414912
2096  -5.317393  0.684353    True                False                    10                  NaN     1.217716           -0.414912
2097   3.414159  0.086733   False                False                    10                  NaN     1.217718           -0.414912
2098   3.414159  0.086733    True                False                    10                  NaN     1.217718           -0.414912
2099   3.414159  0.358139    True                False                    10                  NaN     1.217589           -0.414912
2100   4.619208  0.906608    True                False                    10                  NaN     1.217646           -0.414912
2101  12.372163  0.130205   False                False                    10                  NaN     1.217643           -0.414912
2102  12.372163  0.130205    True                False                    10                  NaN     1.217643           -0.414912
2103  12.372163  0.147404   False                False                    10                  NaN     1.217594           -0.414912
2104  12.372163  0.147404    True                False                    10                  NaN     1.217594           -0.414912
2105  12.372163  0.147759   False                False                    10                  NaN     1.217590           -0.414912
2106  12.372163  0.147759    True                False                    10                  NaN     1.217590           -0.414912
2107  12.372163  0.155390   False                False                    10                  NaN     1.217716           -0.414912
2108  12.372163  0.155390    True                False                    10                  NaN     1.217716           -0.414912
2109  12.372163  0.158947   False                False                    10                  NaN     1.217695           -0.414912
2110  12.372163  0.158947    True                False                    10                  NaN     1.217695           -0.414912
2111  12.372163  0.126848   False                False                    10                  NaN     1.217651           -0.414912
2112  12.372163  0.126848    True                False                    10                  NaN     1.217651           -0.414912
2113  -9.263166  0.650929    True                False                    10                  NaN     1.217592           -0.414912
2114  -9.263166  0.579279    True                False                    10                  NaN     1.217621           -0.414912
2115   3.155587  0.086733   False                False                    10                  NaN     1.217694           -0.414912
2116   3.155587  0.086733    True                False                    10                  NaN     1.217694           -0.414912
2117   3.155587  0.158947   False                False                    10                  NaN     1.217751           -0.414912
2118   3.155587  0.158947    True                False                    10                  NaN     1.217751           -0.414912
2119   3.825937  0.086733   False                False                    10                  NaN     1.217751           -0.414912
2120   3.825937  0.086733    True                False                    10                  NaN     1.217751           -0.414912
2121  10.973060  0.130205   False                False                    10                  NaN     1.217598           -0.414912
2122  10.973060  0.130205    True                False                    10                  NaN     1.217598           -0.414912
2123  10.973060  0.147404   False                False                    10                  NaN     1.217614           -0.414912
2124  10.973060  0.147404    True                False                    10                  NaN     1.217614           -0.414912
2125  10.973060  0.147759   False                False                    10                  NaN     1.217609           -0.414912
2126  10.973060  0.147759    True                False                    10                  NaN     1.217609           -0.414912
2127  10.973060  0.126848   False                False                    10                  NaN     1.217648           -0.414912
2128  10.973060  0.126848    True                False                    10                  NaN     1.217648           -0.414912
2129   0.883963  0.358139    True                False                    10                  NaN     1.217548           -0.414912
2130  13.056749  0.130205   False                False                    10                  NaN     1.217632           -0.414912
2131  13.056749  0.130205    True                False                    10                  NaN     1.217632           -0.414912
2132  13.056749  0.147759   False                False                    10                  NaN     1.217765           -0.414912
2133  13.056749  0.147759    True                False                    10                  NaN     1.217765           -0.414912
2134  13.056749  0.126848   False                False                    10                  NaN     1.217651           -0.414912
2135  13.056749  0.126848    True                False                    10                  NaN     1.217651           -0.414912
2136  -5.370037  0.684353    True                False                    10                  NaN     1.217736           -0.414912
2137   6.453760  0.147404   False                False                    10                  NaN     1.217595           -0.414912
2138   6.453760  0.147404    True                False                    10                  NaN     1.217595           -0.414912
2139   6.453760  0.147759   False                False                    10                  NaN     1.217592           -0.414912
2140   6.453760  0.147759    True                False                    10                  NaN     1.217592           -0.414912
2141   6.453760  0.158947   False                False                    10                  NaN     1.217739           -0.414912
2142   6.453760  0.158947    True                False                    10                  NaN     1.217739           -0.414912
2143   7.710597  0.147404   False                False                    10                  NaN     1.217609           -0.414912
2144   7.710597  0.147404    True                False                    10                  NaN     1.217609           -0.414912
2145   7.710597  0.147759   False                False                    10                  NaN     1.217614           -0.414912
2146   7.710597  0.147759    True                False                    10                  NaN     1.217614           -0.414912
2147  12.832422  0.130205   False                False                    10                  NaN     1.217613           -0.414912
2148  12.832422  0.130205    True                False                    10                  NaN     1.217613           -0.414912
2149  12.832422  0.797937    True                False                    10                  NaN     1.217543           -0.414912
2150  12.832422  0.667059    True                False                    10                  NaN     1.217563           -0.414912
2151   7.742246  0.147404   False                False                    10                  NaN     1.217610           -0.414912
2152   7.742246  0.147404    True                False                    10                  NaN     1.217610           -0.414912
2153   7.742246  0.147759   False                False                    10                  NaN     1.217615           -0.414912
2154   7.742246  0.147759    True                False                    10                  NaN     1.217615           -0.414912
2155   7.742246  0.358139    True                False                    10                  NaN     1.217589           -0.414912
2156   9.625384  0.147404   False                False                    10                  NaN     1.217595           -0.414912
2157   9.625384  0.147404    True                False                    10                  NaN     1.217595           -0.414912
2158   9.625384  0.147759   False                False                    10                  NaN     1.217593           -0.414912
2159   9.625384  0.147759    True                False                    10                  NaN     1.217593           -0.414912
2160   9.625384  0.158947   False                False                    10                  NaN     1.217593           -0.414912
2161   9.625384  0.158947    True                False                    10                  NaN     1.217593           -0.414912
2162 -13.857267  0.683779    True                False                    10                  NaN     1.217742           -0.414912
2163 -13.737198  0.989203    True                False                    10                  NaN     1.217693           -0.414912
2164   5.357922  0.110111   False                False                    10                  NaN     1.217634           -0.414912
2165   5.357922  0.110111    True                False                    10                  NaN     1.217634           -0.414912
2166   1.074952  0.759179    True                False                    11                  NaN     1.217755           -0.414912
2167   1.074952  0.751330    True                False                    11                  NaN     1.217726           -0.414912
2168  14.617436  0.130205   False                False                    11                  NaN     1.217609           -0.414912
2169  14.617436  0.130205    True                False                    11                  NaN     1.217609           -0.414912
2170  14.617436  0.147404   False                False                    11                  NaN     1.217623           -0.414912
2171  14.617436  0.147404    True                False                    11                  NaN     1.217623           -0.414912
2172  14.617436  0.147759   False                False                    11                  NaN     1.217602           -0.414912
2173  14.617436  0.147759    True                False                    11                  NaN     1.217602           -0.414912
2174  14.617436  0.155390   False                False                    11                  NaN     1.217720           -0.414912
2175  14.617436  0.155390    True                False                    11                  NaN     1.217720           -0.414912
2176  14.617436  0.358139    True                False                    11                  NaN     1.217767           -0.414912
2177   4.619208  0.155390   False                False                    11                  NaN     1.217693           -0.414912
2178   4.619208  0.155390    True                False                    11                  NaN     1.217693           -0.414912
2179   4.619208  0.158947   False                False                    11                  NaN     1.217731           -0.414912
2180   4.619208  0.158947    True                False                    11                  NaN     1.217731           -0.414912
2181  12.372163  0.933456    True                False                    11                  NaN     1.217649           -0.414912
2182   9.722525  0.147404   False                False                    11                  NaN     1.217609           -0.414912
2183   9.722525  0.147404    True                False                    11                  NaN     1.217609           -0.414912
2184   9.722525  0.147759   False                False                    11                  NaN     1.217590           -0.414912
2185   9.722525  0.147759    True                False                    11                  NaN     1.217590           -0.414912
2186   3.825937  0.667059    True                False                    11                  NaN     1.217543           -0.414912
2187  10.973060  0.326903    True                False                    11                  NaN     1.217585           -0.414912
2188  13.056749  0.147404   False                False                    11                  NaN     1.217624           -0.414912
2189  13.056749  0.147404    True                False                    11                  NaN     1.217624           -0.414912
2190  13.056749  0.650929    True                False                    11                  NaN     1.217591           -0.414912
2191 -12.879656  0.667059    True                False                    11                  NaN     1.217592           -0.414912
2192   6.453760  0.684353    True                False                    11                  NaN     1.217740           -0.414912
2193   6.453760  0.110111   False                False                    11                  NaN     1.217637           -0.414912
2194   6.453760  0.110111    True                False                    11                  NaN     1.217637           -0.414912
2195   7.710597  0.110111   False                False                    11                  NaN     1.217634           -0.414912
2196   7.710597  0.110111    True                False                    11                  NaN     1.217634           -0.414912
2197  12.832422  0.147759   False                False                    11                  NaN     1.217761           -0.414912
2198  12.832422  0.147759    True                False                    11                  NaN     1.217761           -0.414912
2199  12.832422  0.155390   False                False                    11                  NaN     1.217720           -0.414912
2200  12.832422  0.155390    True                False                    11                  NaN     1.217720           -0.414912
2201  12.832422  0.158947   False                False                    11                  NaN     1.217763           -0.414912
2202  12.832422  0.158947    True                False                    11                  NaN     1.217763           -0.414912
2203  -9.568790  0.684353    True                False                    11                  NaN     1.217746           -0.414912
2204  -9.568790  0.683779    True                False                    11                  NaN     1.217739           -0.414912
2205   7.742246  0.110111   False                False                    11                  NaN     1.217634           -0.414912
2206   7.742246  0.110111    True                False                    11                  NaN     1.217634           -0.414912
2207   9.625384  0.155390   False                False                    11                  NaN     1.217720           -0.414912
2208   9.625384  0.155390    True                False                    11                  NaN     1.217720           -0.414912
2209 -13.857267  0.684353    True                False                    11                  NaN     1.217554           -0.414912
2210 -13.737198  0.650929    True                False                    11                  NaN     1.217601           -0.414912
2211  14.617436  0.158947   False                False                    12                  NaN     1.217769           -0.414912
2212  14.617436  0.158947    True                False                    12                  NaN     1.217769           -0.414912
2213  14.617436  0.126848   False                False                    12                  NaN     1.217687           -0.414912
2214  14.617436  0.126848    True                False                    12                  NaN     1.217687           -0.414912
2215   4.619208  0.086733   False                False                    12                  NaN     1.217694           -0.414912
2216   4.619208  0.086733    True                False                    12                  NaN     1.217694           -0.414912
2217   4.619208  0.797937    True                False                    12                  NaN     1.217748           -0.414912
2218   4.619208  0.751330    True                False                    12                  NaN     1.217579           -0.414912
2219  -4.617293  0.667059    True                False                    12                  NaN     1.217537           -0.414912
2220   9.722525  0.155390   False                False                    12                  NaN     1.217704           -0.414912
2221   9.722525  0.155390    True                False                    12                  NaN     1.217704           -0.414912
